headlines,source,relevancy
"This Teen Sold $5,000 Worth Of Cupcakes So His Family of 7 Could Go To Disney World",Delish via Yahoo News,0
Google Details Stadia Ahead of Apple Arcade,Motley Fool via Yahoo Finance,1
Dow Jones Today: Strong Moves From a Battered Sector,InvestorPlace via Yahoo Finance,0
Final Fantasy Soundtracks Come to Streaming Services,Pitchfork via Yahoo News,0
Meet Three Teen Girls Who Made Their Own Apps ‚ While Still In High School,Refinery29 via Yahoo News,0
Ad Sales Stronger Than Expected for TV‚ Next Primetime Slate (EXCLUSIVE),Variety via Yahoo News,0
AT&T Stock Could Finally Break Through Resistance and Rally,InvestorPlace via Yahoo Finance,1
The Best Baby Food Subscription Services and Plans,Fatherly via Yahoo News,0
Google Maps adds disaster alerts following Apple's Maps app debut,Yahoo Finance,1
Barack Obama launches podcast network with Spotify,Consequence of Sound via Yahoo News,1
"Tyler, the Creator and Jay Prince Join GoldLink on New Song ""U Say""",Complex via Yahoo News,0
How the RCMP is cracking down on the rise of counterfeit goods,Yahoo Finance Canada,1
Why now is a good time for Canadians to lock in a mortgage,Yahoo Finance Canada,0
These Amazing Father's Day Sales Are Perfect for Procrastinators,Good Housekeeping via Yahoo News,0
AT&T eyes $16-$17-a-month streaming service - WSJ,Reuters via Yahoo Finance,1
Find a Laptop That Fits You,Kiplinger via Yahoo Finance,0
"Why You Really Need To Stop Avoiding Fruit, Like, Yesterday",Women's Health via Yahoo News,0
Wisconsin Teen Says She Was 'Traumatized' After Reportedly Finding Blood in Her Panera Salad,People via Yahoo News,0
"Jeff Bezos Has Never Meddled With Washington Post Coverage, Editor Marty Baron Affirms",Deadline via Yahoo News,0
"Earthquake, flood, hurricane: Google Maps adds tools to help you navigate a crisis",USA TODAY via Yahoo News,1
Democrats Have Picked the First Target of Their Sweeping Tech Antitrust Probe,Time via Yahoo News,0
Why Google has more to fear from antitrust regulators than Apple or Facebook,Yahoo Finance,0
Google Plans One of Its Biggest Acquisitions Ever in Bid to Bolster Its Cloud Business,Fortune via Yahoo Finance,0
Teen claims Panera served her salad covered in blood: 'Dressing doesn't look like that',The Independent via Yahoo News UK,0
"Now that 'Pro' means something to Apple again, can we get an iPhone Pro?",Mashable via Yahoo Finance,0
"Amazon's Alexa will be able to plan your date night by booking tickets, Ubers and dinner",USA TODAY via Yahoo News,0
Father‚ Day Gift Ideas 2019,Fatherly via Yahoo News,0
Best Backup Batteries; Powerbanks For Refueling Phones Tablets,Fatherly via Yahoo News,0
Robocall ruling by FCC will let phone companies block unwanted calls by default,USA TODAY via Yahoo News,1
I Washed My Face With Manuka Honey for a Week‚ÄîHere‚Äôs What Happened,Self via Yahoo News,0
Thursday Apple Rumors: Apple May Buy Self-Driving Car Startup Drive.ai,InvestorPlace via Yahoo Finance,0
"9 best electric toothbrushes to keep teeth healthy, bright and pearly white",The Independent via Yahoo News UK,0
Google Stadia Goes Live in November,Fortune via Yahoo Finance,1
Stocks - S&P 500 Makes a Late Surge as Trade Tensions Ease,Investing.com via Yahoo Finance,0
U.S. FCC makes it easier for phone companies to block 'robocalls',Reuters via Yahoo Canada News,0
"Owning Qualcomm (QCOM) Stock Should Be Worth the Noise, Says Morgan Stanley",SmarterAnalyst via Yahoo Finance,0
This historic sock mill once fought Nazis and clothed astronauts. It's ready for a new chapter,USA TODAY via Yahoo News,0
UPDATE 1-U.S. FCC makes it easier for phone companies to block 'robocalls',Reuters via Yahoo News,0
Gina Grad and Teresa Strasser on Why They Already Changed New Podcast‚Äôs Name ‚Äì and Platform,The Wrap via Yahoo News,0
Tornado outbreaks a reminder to make smartphones disaster-ready,USA TODAY via Yahoo News,0
Going to bed at different times can hurt your health. Here are 5 apps to help,Good Morning America via Yahoo News,0
Australian Fashion Foundation Celebrates 10 Years In New York,WWD via Yahoo News,0
"Analyst Likes Cronos, But Valuation Suggests 'Downside Potential'",Benzinga via Yahoo Finance,0
R&B Has a Sampling Problem,Rolling Stone via Yahoo News,1
FCC votes to give carriers new powers to block 'robocalls',Reuters via Yahoo Finance,1
"FCC ORDER WILL ALLOW APPLE, OTHER COMPANIES TO EMPOWER CONSUMERS BLOCK ALL CALLS NOT ON CONTACT...",Reuters via Yahoo News,1
Will Boeing Land a Mega Deal With China?,InvestorPlace via Yahoo Finance,0
Apple's Self-Driving Technology Project Might Get A Boost With Drive.ai's Acquisition,Benzinga via Yahoo Finance,1
The brilliant way iOS 13 lets you find lost devices that aren‚ even connected to a network,BGR News via Yahoo News,1
18 Financial Facts You Never Learned About World War II,MoneyWise via Yahoo Finance,0
"Today‚ top deals: $27 Fire TV Stick 4K, $1 LED bulbs, $7 smart plugs, $15 Wi-Fi extender, much more",BGR News via Yahoo News,0
Should Alexa Provide Evidence in Court? German Security Chiefs Say Yes,Fortune via Yahoo Finance,0
The Most Outstanding Furniture and Home D√©cor of the Year,Robb Report via Yahoo News,0
iOS 13: The hidden features inside latest iPhone update,The Independent via Yahoo News UK,1
Should You Be Worried About Tap-and-Go Credit Cards?,U.S.News &amp; World Report via Yahoo News,0
"After Month In Red, Stocks On A Roll Despite Trade Fears As Jobs Data Loom",Benzinga via Yahoo Finance,0
62 Super Deals and Discounts for 2019,Kiplinger via Yahoo Finance,0
"Attorney Dina LaPolt Slams Spotify, Pandora, Amazon in Midem Talk",Variety via Yahoo News,0
"Trump‚ immigration policy is ‚òvery misguided,says  KIND CEO Daniel Lubetzky",Yahoo Finance,0
4 Funds with a Good Sharpe Ratio for a Volatile Market,Zacks via Yahoo Finance,0
JPMorgan to shutter its smartphone bank account a year after nationwide launch,Reuters via Yahoo Finance,1
Skyworks (SWKS) Revises Outlook for Q3 on Huawei Headwinds,Zacks via Yahoo Finance,1
"Netflix is so successful, it might start running out of new US subscribers soon",BGR News via Yahoo News,1
"The Zacks Analyst Blog Highlights: Apple, Facebook, Amazon, Google and Microsoft",Zacks via Yahoo Finance,0
"The Zacks Analyst Blog Highlights: GLD, BTAL, REZ, EWZ and OUSA",Zacks via Yahoo Finance,0
You Can Stream Music from the Fake Band in Always Be My Maybe ‚ Including That Keanu Reeves Rap,People via Yahoo News,0
Fitness Startup Peloton Officially Begins Its Path to IPO: Term Sheet,Fortune via Yahoo Finance,1
Easy Apple Galette,PureWow via Yahoo News,1
7 Reasons Stock Buybacks Should Be Illegal,InvestorPlace via Yahoo Finance,0
The 6 Food Festivals Worth Traveling to This Summer,Robb Report via Yahoo News,0
HBO Faces Hard Questions in Post‚ Game of Thrones‚ Streaming Market,Indiewire via Yahoo News,1
How To Have Period Sex That Doesn't Look Like A Crime Scene,Refinery29 via Yahoo News,0
The SEC's Kik Crypto Case Shows Just How Far Crypto Has To Go,Fortune via Yahoo Finance,1
"Bank of America or JPMorgan, Which Bank Stock Is No. 1?",InvestorPlace via Yahoo Finance,0
Can Probiotics Really Help You Lose Weight?,Bicycling via Yahoo News,0
Where's my Apple Music and your other WWDC questions answered,USA TODAY via Yahoo News,0
"Box (BOX) Q1 Loss Narrower Than Expected, Revenues Beat",Zacks via Yahoo Finance,0
3 Pot Stocks to Avoid Like the Plague in June,Motley Fool via Yahoo Finance,0
The 10 most exciting hidden iPhone features in iOS 13,BGR News via Yahoo News,0
Last-Minute Father's Day Gifts That Will Still Arrive In Time,HuffPost Life via Yahoo News,0
These 27 Women Are Leading the Charge to Protect Our Environment,Elle via Yahoo News,0
7 iPhone privacy settings you should enable now,Mashable via Yahoo Finance,1
2019 BMW Z4 sDrive30i vs. 2019 Porsche 718 Boxster: Which Makes for a Better Summer?,Car and Driver via Yahoo News,0
Giants need defensive rookies further ahead than in past years,ProFootball Talk on NBC Sports via Yahoo Sports,1
Prince Harry Steps Out in Uniform to Visit Veterans' Retirement Home on D-Day,People via Yahoo News,0
iTunes: Apple explains what is actually happening to your music,The Independent via Yahoo News UK,1
How to watch Afcon 2019 matches in Nigeria,Goal.com via Yahoo Sport,0
Brown Forman Corporation (BF-B) Q4 2019 Earnings Call Transcript,Motley Fool via Yahoo Finance,0
Brown-Forman Corporation (BF-A) (BF-B) Q4 2019 Earnings Call Transcript,Motley Fool via Yahoo Finance,0
D-Day: Prince Harry's touching tribute to his Chelsea Pensioner 'friends',The Independent via Yahoo News UK,0
"Barrels of Oil May Be Paid for Using Crypto One Day, Head of Russian Energy Giant Says",Cointelegraph via Yahoo Finance,0
"With Meryl Streep on Big Little Lies, It's Time to Admit That Film and TV Are Converging",Time via Yahoo News,0
Tim Hortons reaches agreement to launch in Thailand,Yahoo Finance Canada,1
What to Watch on Thursday: Younger stars fight it out on Lip Sync Battle,Entertainment Weekly via Yahoo News,0
Energy Stocks Hit by Oil Slump Seek Value Investors as Index Rebalance Looms,Bloomberg via Yahoo Finance,0
Why Atlantic Canada offers bargains for cottage buyers,Yahoo Finance Canada,0
"With its new Michelin guide, has California finally stolen New York's culinary crown?",The Telegraph via Yahoo News UK,0
Stocks - Wall Street Flat as Trump Hints at More Tariffs After G20,Investing.com via Yahoo Finance,0
Apple explains exactly how the new iTunes-less macOS will work,Mashable via Yahoo Finance,1
Queen's personal connection to wartime generation makes poignant tribute,Sky News via Yahoo News UK,0
Tennis Podcast: Andrei Medvedev Interview‚ 20 years since reaching the Roland Garros final,The Telegraph via Yahoo News UK,0
Reese Witherspoon's Drastic New Cut Will Make You Want To Chop Off All Your Hair,Elle via Yahoo News,0
Big Tech Is Armed and Waiting to Repel U.S. Antitrust Onslaught,Bloomberg via Yahoo Finance,0
Tucker Carlson Hails Elizabeth Warren: 'Sounds Like Donald Trump At His Best',HuffPost via Yahoo News,0
Venice gets a new cocktail bar: The Little Friend,Hoodline via Yahoo News,0
"Album reviews: Aurora ‚Äì A Different Kind of Human, and Perry Farrell ‚Äì Kind Heaven",The Independent via Yahoo News UK,0
The Fintech Bubble Floats Toward a $64 Billion Pin,Bloomberg via Yahoo Finance,0
Exclusive: Foxconn plans management overhaul as Chairman Gou seeks Taiwan presidency - source,Reuters via Yahoo Finance,1
The 20 Best-Selling Essie Nail Colours of All Time‚ÄîThat You Can Still Buy,Who What Wear via Yahoo News,0
"The Amazing Race recap: 'You really stirred the pot, Phil!'",Entertainment Weekly via Yahoo News,0
Vegyn Releases 71-Track Mixtape 'Text While Driving If You Want To Meet God',Complex via Yahoo News,1
There's a CEO Crisis in South Africa and No One Is Stepping Up,Bloomberg via Yahoo News,0
Apple's Latest Move Could Hurt Facebook and Google,Motley Fool via Yahoo Finance,0
Better Buy: Seagate Technology vs. Qualcomm,Motley Fool via Yahoo Finance,0
Edited Transcript of YEXT.N earnings conference call or presentation 30-May-19 9:00pm GMT,Thomson Reuters StreetEvents via Yahoo Finance,0
Tucker Carlson Praises Elizabeth Warren: Her Economic Policies Make Obvious Sense,The Daily Beast via Yahoo News,0
"G20 to tackle US-China trade war, digital tax",AFP via Yahoo News,0
EXPLAINER-Should Big Tech fear U.S. antitrust enforcers?,Reuters via Yahoo Finance,0
"J.J. Abrams‚Äô New Mega-Deal: WarnerMedia, Apple Lead the Race",Variety via Yahoo News,0
J.J. Abrams May Have Narrowed Down Field For Blockbuster Overall Deal,Deadline via Yahoo News,0
"'Hello, Welcome to Uber Copter': Uber to Offer Helicopter Rides in New York City",Fortune via Yahoo Finance,1
iOS 13 will effectively kill 3D Touch ‚Äì one of the iPhone‚Äôs most underappreciated features,BGR News via Yahoo News,1
GOP lawmakers divided on House antitrust tech probe,Politico via Yahoo News,0
A Growth Versus Value Look At The Market Rally Today,ETF Trends via Yahoo Finance,0
Amazon Reveals Its Latest Delivery Drone Design,Fortune via Yahoo Finance,1
Oakland: Where the magic happens,USA TODAY via Yahoo News,0
"Emmy Season 2019 Looms, and the Limited Series Competition Is Fierce",Indiewire via Yahoo News,0
"Apple Recalls 814,000 Overseas AC Adapters Over Shock Hazard",Consumer Reports via Yahoo News,1
Apple's New Sign-In Feature Is a 'Shot Across the Bow' at Google and Facebook,Fortune via Yahoo Finance,1
Apple (AAPL) Outpaces Stock Market Gains: What You Should Know,Zacks via Yahoo Finance,1
"MLB Podcast: Re-doing our MLB predictions, weird nicknames &amp; MLB Draft takes",Yahoo Sports,0
Silicon Valley Heads to Oakland for NBA Finals: Which Tech Giants Will Sit Courtside?,Variety via Yahoo News,0
You might have missed the most promising new feature of iOS 13,BGR News via Yahoo News,0
How Johanna Konta's reinvention was fuelled by rom-coms and 'acceptance',The Telegraph via Yahoo News,0
"Todd Rundgren, Micky Dolenz, Christopher Cross team for Beatles‚Äô White Album 50th anniversary tour",Consequence of Sound via Yahoo News,0
Powell Backstops the Bull,InvestorPlace via Yahoo Finance,0
5 genius Father's Day gifts that Dad will actually use,AOL.com via Yahoo News,0
Jennifer Aniston shares sweet story of the Friends cast's pre-fame Las Vegas trip,Entertainment Weekly via Yahoo News,0
"GM Is Planning Electric Cars That Won't Give Buyers Sticker Shock, General Motors President Says",Fortune via Yahoo Finance,1
"Netflix Is Nearing Subscriber Peak in the U.S., PwC Says",Variety via Yahoo News,1
YouTube Finally Bans Supremacist Videos After 14 Years. What Took So Long?,Fortune via Yahoo Finance,0
What We Know About Sony's Next-Gen Cloud Gaming Strategy,Motley Fool via Yahoo Finance,0
Brazil retailer Via Varejo launches digital bank targeting low-income clients,Reuters via Yahoo Finance,1
Can U.S. Stocks Keep Skyrocketing?,ETF Trends via Yahoo Finance,0
Explainer: U.S.-China trade war - the levers they can pull,Reuters via Yahoo Finance,0
All the new iPad gestures you need to learn to leave your laptop behind,BGR News via Yahoo News,0
Why Streaming TV Firm Roku Stock Looks Like a Buy at New Highs,Zacks via Yahoo Finance,0
Eagle Eye Podcast: Is it necessary for Malcolm Jenkins to hold out?,NBC Sports Philadelphia via Yahoo Sports,0
Lionsgate‚Äôs Michael Burns Predicts the Bundle Will Survive ‚Äì and Go Over-the-Top,The Wrap via Yahoo News,0
"Google Stadia pricing, launch details for 'Netflix of video games' expected",Fox Business via Yahoo Finance,0
Chris Evans Calls Out Homophobic Men Trying to Throw Boston Straight Pride Parade,Indiewire via Yahoo News,0
‚ÄòGame Of Thrones‚Äô Jessica Henwick Joins Sofia Coppola‚Äôs ‚ÄòOn The Rocks‚Äô,Deadline via Yahoo News,0
UPDATE 1-Amazon executive says company welcomes scrutiny of big tech,Reuters via Yahoo Finance,1
The Fashion Mistakes New Yorkers Cringe Over,Who What Wear via Yahoo News,0
US STOCKS-Wall St climbs as weak private jobs data boost rate cut hopes,Reuters via Yahoo News,0
Should Big Tech fear U.S. antitrust enforcers?,Reuters via Yahoo Finance,0
"Why the US should go after Facebook before Apple, Amazon, or Google: Tech",Yahoo Finance,0
EXPLAINER-U.S.-China trade war - the levers they can pull,Reuters via Yahoo Finance,0
Explainer: Should Big Tech fear U.S. antitrust enforcers?,Reuters via Yahoo News,0
The Ones: Rod Wave‚Äôs ‚ÄúHeart on Ice‚Äù,Pitchfork via Yahoo News,0
How to Grow a Dwarf Fruit Tree,Southern Living via Yahoo News,0
We Tried Costco‚Äôs New Hard Cider‚ÄîAnd We‚Äôre Obsessed,Cooking Light via Yahoo News,0
A WWII Combat Photographer Was in New York City on D-Day. These Are His Long-Lost Pictures From That...,Time via Yahoo News,0
Apple sued for anti-competitive practices as US Department of Justice considers antitrust probe,GameDaily.Biz via Yahoo Finance,1
"Trevor Jackson Drops 'Rough Drafts 2' Project and ""In My Crocs"" Video",Complex via Yahoo News,0
10 Classic HBO Shows You Can Watch With Amazon Prime,HuffPost Life via Yahoo News,0
US STOCKS-Wall St gains as weak private jobs data raises rate cut bets,Reuters via Yahoo Finance,0
Cramer Says He Understands The Case For Breaking Up Big Tech,Benzinga via Yahoo Finance,0
Crowd stunned as Apple unveils new $999 monitor stand at WWDC,Mashable via Yahoo Finance,0
Mark Cuban: 'AI is going to change everything‚Äô,Yahoo Finance,0
Apple's most important product isn't the iPhone anymore,Yahoo Finance,1
How Cord Cutting Is Driving Big Changes Across the Media Landscape,Fortune via Yahoo Finance,0
"NYC Flower Shop Owner Protested Sofia Coppola‚Äôs New Movie, Forcing Production to Move",Indiewire via Yahoo News,0
7 Best Smartwatches,Fatherly via Yahoo News,0
GameStop's stock in free fall 'as business burns to the ground',Yahoo Finance,0
"WWDC 2019: Meet Apple's youngest app developer, Ayush",USA TODAY via Yahoo News,1
Hacking diabetes: People break into insulin pumps as an alternative to delayed innovations,USA TODAY via Yahoo News,0
"Sheryl Crow, Stevie Nicks, and Maren Morris team for ‚ÄúProve You Wrong‚Äù: Stream",Consequence of Sound via Yahoo News,0
"Buy Apple Stock Despite Worries on WWDC, Services &amp; Privacy Optimism?",Zacks via Yahoo Finance,0
When stocks scream sell ‚Äî here's how to survive a meltdown,Yahoo Finance,0
France to propose new tax on flights in Europe,AFP Relax News via Yahoo News,1
How to watch the 2019 Tony Awards,Entertainment Weekly via Yahoo News,0
Apple Recalls Three-Prong Wall Plug Adapters Included in World Travel Adapter Kit Due to Risk of...,PR Newswire via Yahoo Finance,1
Why Apple Stock Dropped 13% in May,Motley Fool via Yahoo Finance,0
Wednesday Apple Rumors: Apple Will Start Allowing iPad Apps on Mac,InvestorPlace via Yahoo Finance,1
Best Father‚Äôs Day Gifts Under $50,Fatherly via Yahoo News,0
8 paid iPhone apps on sale for free on June 5th,BGR News via Yahoo News,1
8 Pieces of Financial Advice From College Commencement Speakers,U.S.News &amp; World Report via Yahoo Finance,0
"Todd Rundgren, Micky Dolenz, Christopher Cross Unite for Beatles ‚ÄòWhite Album‚Äô Tour",Rolling Stone via Yahoo News,0
Amazon has the latest iPad on sale for $80 off ‚Äî its lowest price ever,Mashable via Yahoo Finance,1
5 Companies Boosting Earnings,GuruFocus.com via Yahoo Finance,0
The FTC Is Reportedly Questioning Amazon‚Äôs Competitors About These Potential Antitrust Issues,Footwear News via Yahoo News,0
Apple tells developers to put 'Sign in with Apple' button 'above' competitors,Mashable via Yahoo Finance,1
Brand new Philips Hue white LED bulbs are only 50¬¢ more than refurbs right now,BGR News via Yahoo News,0
Paris town hall apologises to parents for 'outrage' of serving children pre-packaged sandwiches,The Telegraph via Yahoo News UK,0
Who Exactly Is Jed Wyatt From 'The Bachelorette' Anyway?,Cosmopolitan via Yahoo News,0
What Fit People Need to Know About 'Athlete's Heart',Men's Health via Yahoo News,0
US Girls‚Äô Meghan Remy on the Impact of Billy Joel,Consequence of Sound via Yahoo News,0
GameStop Slumps 40% to 16-Year Low as Gaming Passes It By,Bloomberg via Yahoo Finance,0
Exactly What to Eat After You Exercise to Refuel and Recover Fast,Real Simple via Yahoo News,0
Fontaines D.C. on Marrying Poetry to Punk,Consequence of Sound via Yahoo News,0
Jeff Daniels on his Tony nod: 'I'm just glad to get a ticket to the party',Good Morning America via Yahoo News,0
"It‚Äôs folly to break up Amazon, Apple and Google",Yahoo Finance,0
The Feds Are Talking About Breaking Up Tech Giants. How Would That Affect Consumers?,Consumer Reports via Yahoo News,0
Looking to Tech For Cash Flow,ETF Trends via Yahoo Finance,0
U.S. antitrust probe to be credit negative for Google - Moody's,Reuters via Yahoo News,0
"Google, Amazon, Facebook and Apple Could Face Antitrust Investigations. How Do Those Work?",Time via Yahoo News,0
The 4 FANG Stocks Won‚Äôt Be Bitten By Regulation Threats,InvestorPlace via Yahoo Finance,0
Here's How to Transfer All of Your Data From an iPhone to a Galaxy,PopSugar via Yahoo News,0
Stocks - Techs Rise and Rate-Cut Hopes Boost Market,Investing.com via Yahoo Finance,0
The M&amp;M's Penalty and Other Baffling State Tax Laws,MoneyWise via Yahoo Finance,0
These Everyday Products May Soon Vanish From the Marketplace,MoneyWise via Yahoo Finance,0
The best sleep trackers 2019: how they work and what to buy,NetDoctor via Yahoo News,0
PSA: Apple AirPods can‚Äôt be used to record audio with the iPhone camera app,Mashable via Yahoo Finance,1
How Marijuana Legalization in Illinois Opens Up a Billion-Dollar Market,InvestorPlace via Yahoo Finance,0
8 Clever Hot Dog Recipes To Spice Up Your Backyard Barbecue,Real Simple via Yahoo News,0
Angry Orchard‚Äôs New Spritz Ros√© Hard Cider Will Become Your Go-To Summer Sip,Best Products via Yahoo News,0
Buffett's Next Buy Might Be Delta Air Lines,GuruFocus.com via Yahoo Finance,1
"Always Ignore Software Updates on Your Phone and Computer? Well, We Have Bad News",PopSugar via Yahoo News,0
"Why the US should go after Facebook before Apple, Amazon, or Google",Yahoo Finance,0
Apple iTunes lives on for Windows PC users,Mashable via Yahoo Finance,1
'Devastating Computer Worms': NSA Urges Windows Update to Patch BlueKeep Security Flaw,Fortune via Yahoo Finance,0
"Apple unveils $1,000 Pro Display stand. Twitter users say 'no thanks!'",USA TODAY via Yahoo News,1
Alphabet Stock Is Still a Sure Thing for Long-Term Investors,InvestorPlace via Yahoo Finance,0
"These Are the 10 Absolute Weirdest Delivery Requests, According to Uber Eats",Food &amp; Wine via Yahoo News,0
"Companies to Watch: Salesforce posts beat, a surprise at Campbell Soup, developers sue Apple",Yahoo Finance,1
Apple Shutters Iconic iTunes As Listeners Switch To Spotify,InvestorPlace via Yahoo Finance,1
Edited Transcript of YJ.OQ earnings conference call or presentation 4-Jun-19 11:30am GMT,Thomson Reuters StreetEvents via Yahoo Finance,0
"Actually, iTunes isn‚Äôt dead",BGR News via Yahoo News,1
The Refreshing Summer Manicure Trend You'll Want To Take A Bite Out Of,Refinery29 via Yahoo News,0
French Podcast App Majelan Launches With 13 Million Audio Episodes Across 50 Countries,Variety via Yahoo News,1
Should You Buy the FANG Stocks Sell-Off?,InvestorPlace via Yahoo Finance,0
US STOCKS-Wall Street rises as weak ADP jobs data bolsters rate-cut bets,Reuters via Yahoo News,0
How to get a job as a seasonaire in a ski resort,The Telegraph via Yahoo News,0
"The Zacks Analyst Blog Highlights: Alphabet, Facebook, Amazon, Apple and Twitter",Zacks via Yahoo Finance,0
"Munster Gives His Quick Take On Netflix, Livent And More",Benzinga via Yahoo Finance,0
"Boomerang Seems To Continue As Caterpillar, Nvidia, Apple Among Early Gainers",Benzinga via Yahoo Finance,0
9 Podcasts Fit for Retirees,Kiplinger via Yahoo Finance,0
$130 Looks Like a Ceiling on Microsoft Stock,InvestorPlace via Yahoo Finance,0
New Apple sign-ins may present issues for Facebook,Mashable via Yahoo Finance,0
Save over ¬£90 on Bose QuietComfort 20 noise cancelling earphones for Apple devices,Mashable via Yahoo Finance,1
Twitter reacts to the Apple Mac Pro ‚Äòcheese grater‚Äô,Mashable via Yahoo Finance,0
Wall Street climbs as weak private jobs data boost rate cut hopes,Reuters via Yahoo Finance,0
Private jetsetters name Restaurant de l'H√¥tel de Ville world's best restaurant,AFP Relax News via Yahoo News,0
How the heck is the Apple Watch Series 3 still down to $199 on Amazon?,BGR News via Yahoo News,0
Everything You Need to Know About Masterpass,U.S.News &amp; World Report via Yahoo Finance,0
Apple Unveils iOS 13 Featuring Dark Mode &amp; iPad OS at WWDC '19,Zacks via Yahoo Finance,1
US STOCKS-Futures pare gains after big miss on private job adds,Reuters via Yahoo Finance,0
"18 Fourth of July Quotes That Will Make You Laugh, Cry and Get Very Excited for This Year‚Äôs BBQ",PureWow via Yahoo News,0
Why Cash Is Quickly Disappearing From China's Economy‚ÄîData Sheet,Fortune via Yahoo Finance,0
"Google, Facebook have tight grip on growing U.S. online ad market: report",Reuters via Yahoo Finance Canada,0
AMD Radeon GPUs to Boost Apple Mac Pro's Graphics Performance,Zacks via Yahoo Finance,1
CBS to Release Second Season of STRANGE ANGEL in Canada,Zacks via Yahoo Finance,0
"Google, Facebook have tight grip on growing U.S. online ad market - report",Reuters via Yahoo Finance,0
Apple Activity Trends Will Transform How You Think About Steps,Men's Health via Yahoo News,1
3 Key Takeaways From Apple's WWDC,Motley Fool via Yahoo Finance,1
"Ruins, dolphins and Dominic West's castle: the best of Ireland‚Äôs newest drive",The Telegraph via Yahoo News UK,0
Welcome to TheGrill 2019: How to Cut Through the Avalanche of Content,The Wrap via Yahoo News,0
Hands-on video shows all the best new iPhone features in iOS 13,BGR News via Yahoo News,0
Spotify's New Trick Won't Hurt Sirius XM's Pandora,Motley Fool via Yahoo Finance,0
"Play the game, save the planet: Conservationists target video gamers",Reuters via Yahoo Finance,0
"Corrected: Play the game, save the planet: Conservationists target video gamers",Reuters via Yahoo News,0
Apple launches new crypto developer tools for iOS,Coin Rivet via Yahoo Finance,1
6 ETFs for June,Zacks via Yahoo Finance,0
"CORRECTED-Play the game, save the planet: Conservationists target video gamers",Reuters via Yahoo News,0
Wall St. climbs as weak private jobs data boost rate cut hopes,Reuters via Yahoo Finance,0
US STOCKS-Futures advance on growing hopes of a rate cut,Reuters via Yahoo Finance,0
